[9£¬288]:1.300537149864107,[9£¬100]:1.2726017590646297,[9£¬9]:1.2707989642351862,[9£¬127]:1.2479224507582283,[9£¬289]:1.0844452999723273,[9£¬181]:1.0411776545898068,[9£¬523]:0.8738162065680253,[9£¬531]:0.8569291248986447,[9£¬14]:0.8479316639234142,[9£¬222]:0.841972886367408,
[734£¬28]:3.5483644999739146,[734£¬210]:3.21483829887386,[734£¬181]:3.1598501550310094,[734£¬133]:2.842380381215374,[734£¬199]:2.8224705715656477,[734£¬196]:2.454885738594378,[734£¬69]:2.4545078398207085,[734£¬153]:2.124735362572623,[734£¬71]:2.1213595374943237,[734£¬588]:2.1203398351724143,
[506£¬180]:4.519329466679004,[506£¬692]:4.519329466679004,[506£¬265]:4.519329466679004,[506£¬98]:4.519329466679004,[506£¬357]:4.519329466679004,[506£¬22]:4.519329466679004,[506£¬511]:4.519329466679004,[506£¬588]:4.080254432947978,[506£¬99]:4.080220253147278,[506£¬23]:4.073025767534667,
[630£¬284]:3.556067724970816,[630£¬151]:3.096723011262358,[630£¬763]:2.6852360760978202,[630£¬274]:2.684194644437086,[630£¬1016]:2.6813268923539817,[630£¬748]:2.65515326897497,[630£¬405]:2.6353519468050317,[630£¬596]:2.2408809448322398,[630£¬1028]:2.220440724180135,[630£¬225]:2.2147335648113105,
[210£¬82]:4.301824317860589,[210£¬144]:3.8844919181356397,[210£¬474]:3.8844919181356397,[210£¬229]:3.8844919181356397,[210£¬151]:3.8497907291472306,[210£¬228]:3.8497907291472306,[210£¬209]:3.4604139263068796,[210£¬194]:3.4496973301021914,[210£¬496]:3.4479265778904824,[210£¬69]:3.4441528907772248,
[264£¬238]:3.052574966022066,[264£¬168]:2.735243047365208,[264£¬428]:2.7208789806492137,[264£¬433]:2.7208789806492137,[264£¬657]:2.717142684928355,[264£¬732]:2.387579884862919,[264£¬89]:2.3863054771600085,[264£¬176]:2.384811358276596,[264£¬173]:2.3847156616334892,[264£¬50]:2.3749279858686374,
[89£¬288]:2.2850730342920196,[89£¬285]:2.2732312926815057,[89£¬280]:1.953153891290535,[89£¬275]:1.912895703548139,[89£¬151]:1.9060872746370312,[89£¬313]:1.9019268972504522,[89£¬125]:1.637257358111559,[89£¬9]:1.637151089408048,[89£¬747]:1.6252900719168748,[89£¬69]:1.6062377573497284,
[904£¬50]:2.0904635998217262,[904£¬100]:2.080371464188194,[904£¬121]:1.809979502819189,[904£¬25]:1.808360793084303,[904£¬742]:1.7430224534047438,[904£¬546]:1.6155410458873267,[904£¬301]:1.5178493297767737,[904£¬14]:1.5177845604482338,[904£¬1]:1.4828091698372403,[904£¬405]:1.481899654468447,
[591£¬659]:2.2694736866504046,[591£¬202]:2.2640362525994115,[591£¬12]:2.2620954730891896,[591£¬82]:1.9627083622790977,[591£¬197]:1.9495879533464733,[591£¬50]:1.9495879533464733,[591£¬127]:1.9495879533464733,[591£¬153]:1.9451398505277715,[591£¬14]:1.9362841136100808,[591£¬152]:1.6785976265665699,
[503£¬196]:4.066762402172692,[503£¬480]:4.066762402172692,[503£¬70]:4.066762402172692,[503£¬135]:3.6832435288125707,[503£¬462]:3.6829159100740894,[503£¬64]:3.636010635234606,[503£¬215]:3.636010635234606,[503£¬483]:3.6333306328681974,[503£¬792]:3.287964311242532,[503£¬202]:3.2876366925040506,
[361£¬211]:3.2074719442728274,[361£¬180]:3.187362256810533,[361£¬56]:3.187362256810533,[361£¬435]:2.852288978043673,[361£¬210]:2.8361915337037753,[361£¬100]:2.8354380616253176,[361£¬174]:2.8257930477824873,[361£¬69]:2.8257930477824873,[361£¬642]:2.508100864062238,[361£¬98]:2.49770237814095,
[64£¬265]:4.179289687740982,[64£¬357]:4.171638978429927,[64£¬568]:3.7265708211533033,[64£¬180]:3.7189201118422477,[64£¬121]:3.704403550069462,[64£¬200]:3.700924814506042,[64£¬164]:3.6946627356658825,[64£¬474]:3.6932741051949867,[64£¬174]:3.6883696716102414,[64£¬732]:3.2582972902650624,
[453£¬405]:4.254983944539911,[453£¬31]:3.8397186612878045,[453£¬288]:3.8397186612878045,[453£¬28]:3.8397186612878045,[453£¬173]:3.8335976390643647,[453£¬181]:3.8335976390643647,[453£¬121]:3.8302832400180633,[453£¬159]:3.8302832400180633,[453£¬64]:3.8253071598635335,[453£¬735]:3.8253071598635335,
[38£¬173]:3.1507491297443004,[38£¬151]:3.145686475433664,[38£¬50]:3.145686475433664,[38£¬181]:3.145686475433664,[38£¬121]:3.1307463631749104,[38£¬231]:2.8156877737718276,[38£¬210]:2.7872391554642326,[38£¬125]:2.78069107379085,[38£¬62]:2.7565040992860532,[38£¬176]:2.7565040992860532,
[110£¬172]:3.5507780195365752,[110£¬174]:3.2043737005155943,[110£¬227]:3.19428908648354,[110£¬181]:3.1849184087367783,[110£¬237]:3.1705278861579975,[110£¬578]:2.851889603247966,[110£¬176]:2.851889603247966,[110£¬258]:2.8496959886705753,[110£¬373]:2.8363204751384066,[110£¬50]:2.8324343114691506,
[623£¬69]:2.572892350417455,[623£¬98]:2.5582259535555756,[623£¬655]:2.3082878834306517,[623£¬514]:2.2981752208925905,[623£¬179]:2.281879457119744,[623£¬25]:2.2481647413961694,[623£¬176]:1.9795510788494157,[623£¬237]:1.977710071647097,[623£¬66]:1.9746834140157123,[623£¬269]:1.964841887559257,
[23£¬144]:4.194443041398303,[23£¬168]:4.194443041398303,[23£¬210]:3.787133253992957,[23£¬186]:3.773637177504363,[23£¬121]:3.7584360219891235,[23£¬423]:3.3719119899025305,[23£¬238]:3.369385098488903,[23£¬228]:3.361385404398247,[23£¬239]:3.3574724416108492,[23£¬265]:3.3476179028895854,
[621£¬202]:4.261642134728017,[621£¬423]:4.261642134728017,[621£¬186]:4.261642134728017,[621£¬258]:4.261642134728017,[621£¬11]:4.261642134728017,[621£¬566]:4.261642134728017,[621£¬195]:4.261642134728017,[621£¬24]:3.8563518584540493,[621£¬550]:3.8479277328359567,[621£¬54]:3.836542988716804,
[885£¬496]:3.191198418998569,[885£¬121]:3.179667795435846,[885£¬238]:3.161918526972596,[885£¬22]:2.764883219772363,[885£¬265]:2.7441310843498434,[885£¬431]:2.738842077955257,[885£¬168]:2.735771709501571,[885£¬202]:2.7209035901303875,[885£¬144]:2.71485119232387,[885£¬96]:2.384944384140095,
[478£¬174]:3.450238691531501,[478£¬475]:3.450238691531501,[478£¬22]:3.450238691531501,[478£¬156]:3.450238691531501,[478£¬234]:3.1157418875286647,[478£¬181]:3.1157418875286647,[478£¬655]:3.1055497267431775,[478£¬209]:3.1034737313102556,[478£¬173]:3.1034737313102556,[478£¬127]:3.1034737313102556,
[87£¬226]:4.29670027490783,[87£¬144]:3.8822139660438775,[87£¬746]:3.8822139660438775,[87£¬227]:3.8793805352172877,[87£¬69]:3.8599359766772676,[87£¬265]:3.8567045707796015,[87£¬173]:3.46242615713171,[87£¬176]:3.46242615713171,[87£¬95]:3.457093857387157,[87£¬53]:3.454523862900151,
[760£¬275]:2.1277309144946166,[760£¬294]:1.8806290142531061,[760£¬234]:1.875842204319006,[760£¬100]:1.8718191170794463,[760£¬628]:1.6273467331924938,[760£¬9]:1.625525176267942,[760£¬88]:1.625525176267942,[760£¬69]:1.6160800375859403,[760£¬546]:1.6160800375859403,[760£¬405]:1.6158023850981125,
[877£¬582]:2.4234466772613974,[877£¬462]:2.4157038607908365,[877£¬168]:2.4057607799913185,[877£¬204]:2.4057607799913185,[877£¬237]:2.3980179635207577,[877£¬50]:2.3933645330087447,[877£¬213]:2.191247372429128,[877£¬283]:2.191247372429128,[877£¬514]:2.1229139353193176,[877£¬655]:2.1206049431738236,
[336£¬186]:3.3306067710180587,[336£¬73]:3.2943854890008835,[336£¬209]:2.993047698393514,[336£¬158]:2.8504560435182213,[336£¬144]:2.8462806030322287,[336£¬97]:2.8417938690838467,[336£¬7]:2.8202964939000745,[336£¬568]:2.8055725870666715,[336£¬384]:2.590766626714122,[336£¬95]:2.508721530407684,
[914£¬237]:1.8763423543090105,[914£¬275]:1.8609449597939443,[914£¬402]:1.6976239668322521,[914£¬202]:1.6853706268973538,[914£¬181]:1.6038677238524774,[914£¬97]:1.5997447498297919,[914£¬173]:1.4205195255121168,[914£¬86]:1.3641761636489174,[914£¬949]:1.3370613038683323,[914£¬283]:1.3004777857440184,
[119£¬678]:2.974546683814245,[119£¬147]:2.9667599447879827,[119£¬748]:2.9509373417940465,[119£¬1]:2.5881347570342306,[119£¬173]:2.5881347570342306,[119£¬118]:2.5816921479924835,[119£¬1047]:2.572746001389301,[119£¬148]:2.5612528435427526,[119£¬298]:2.552203924962666,[119£¬411]:2.5503865380066912,
[262£¬172]:3.947027326310424,[262£¬25]:3.947027326310424,[262£¬216]:3.947027326310424,[262£¬173]:3.5717736359324648,[262£¬79]:3.5717736359324648,[262£¬151]:3.5712500738927293,[262£¬501]:3.5696677862159043,[262£¬88]:3.5559558525134354,[262£¬118]:3.5214067681672474,[262£¬97]:3.1598196975533526,
[159£¬222]:3.7240200778808332,[159£¬100]:3.717895615535221,[159£¬1047]:3.331015848049791,[159£¬472]:2.529898004624614,[159£¬50]:2.523590387564666,[159£¬300]:2.5102564267944305,[159£¬257]:2.5022454416545545,[159£¬181]:2.5022454416545545,[159£¬1]:2.4984400610344832,[159£¬284]:2.497035977672487,
[42£¬100]:4.572297245359619,[42£¬161]:4.572297245359619,[42£¬265]:4.572297245359619,[42£¬186]:4.572297245359619,[42£¬1]:4.572297245359619,[42£¬22]:4.572297245359619,[42£¬191]:4.119756172508205,[42£¬79]:4.119756172508205,[42£¬549]:4.118979222247955,[42£¬651]:4.118979222247955,
[477£¬117]:2.0185997409423364,[477£¬1]:1.8620386090664736,[477£¬121]:1.8180858718825248,[477£¬181]:1.8169147526110476,[477£¬216]:1.7871059211063094,[477£¬173]:1.7185032861270328,[477£¬125]:1.6268210053010357,[477£¬98]:1.60286798441504,[477£¬628]:1.5922587591786614,[477£¬50]:1.5901749851529552,
[476£¬210]:3.494487535273804,[476£¬50]:3.092397188825911,[476£¬4]:2.4313781854459444,[476£¬172]:2.3586328532881904,[476£¬181]:2.3586328532881904,[476£¬216]:2.3342648237101846,[476£¬1074]:2.193475549712284,[476£¬153]:2.1829529596167916,[476£¬100]:2.1308745065679293,[476£¬195]:2.0401991867263773,
[80£¬153]:2.2678501744409307,[80£¬69]:1.9976514053306968,[80£¬496]:1.9770008330262656,[80£¬174]:1.9770008330262656,[80£¬96]:1.9770008330262656,[80£¬286]:1.7908838466868198,[80£¬474]:1.7777417175911738,[80£¬479]:1.7777417175911738,[80£¬197]:1.75982565825345,[80£¬318]:1.752248610928222,
[661£¬204]:4.174467561837785,[661£¬89]:3.7723362614021054,[661£¬176]:3.769963987608437,[661£¬474]:3.7677540448161846,[661£¬186]:3.7430695804304976,[661£¬22]:3.361930466477691,[661£¬222]:3.356923260047129,[661£¬56]:3.3219126515356527,[661£¬238]:3.287269513727634,[661£¬151]:3.2869443675085286,
[187£¬660]:2.728349618115075,[187£¬196]:2.653707208477795,[187£¬88]:2.6446991265363793,[187£¬199]:2.4365919325077474,[187£¬153]:2.4365919325077474,[187£¬269]:2.4111517861059566,[187£¬283]:2.4111517861059566,[187£¬215]:2.377983735910665,[187£¬48]:2.377983735910665,[187£¬98]:2.3064400996750702,
[907£¬25]:3.360760345487443,[907£¬546]:3.0093424828843505,[907£¬597]:3.0019104034488704,[907£¬845]:2.633838248103018,[907£¬9]:2.626265300210115,[907£¬257]:2.6187684333789907,[907£¬255]:2.6174424601081605,[907£¬300]:2.6173604865980797,[907£¬276]:2.606787274499018,[907£¬56]:2.2699496568825146,
[667£¬64]:3.049119610151981,[667£¬462]:2.4545726052392935,[667£¬213]:2.454512200764353,[667£¬276]:2.433006050598606,[667£¬50]:2.433006050598606,[667£¬286]:2.425682496295644,[667£¬8]:2.152594698929829,[667£¬204]:2.1488953154713144,[667£¬100]:2.134294005028109,[667£¬174]:2.1310742856289786,
[585£¬179]:2.683240814654776,[585£¬512]:2.5227727365993093,[585£¬382]:2.2803297446893867,[585£¬381]:2.254881078577652,[585£¬531]:2.109019455952377,[585£¬515]:1.7420952244055692,[585£¬475]:1.4929544804209507,[585£¬949]:1.3931875587132236,[585£¬269]:1.3897855223847109,[585£¬57]:1.3069921534323676,
[106£¬237]:3.2565987479629483,[106£¬111]:2.614170437442543,[106£¬204]:2.600724419273578,[106£¬98]:2.5895919649933665,[106£¬215]:2.312978828361323,[106£¬732]:2.3128455824651906,[106£¬283]:2.2972821254746663,[106£¬655]:2.28019335789518,[106£¬202]:2.2773807665423207,[106£¬50]:2.2771346557358023,
[909£¬462]:1.8843793395411343,[909£¬213]:1.578874293210745,[909£¬198]:1.5532330253198698,[909£¬258]:1.418394876117108,[909£¬179]:1.2746475846371315,[909£¬475]:1.2299168745736795,[909£¬212]:1.2219871667230673,[909£¬1018]:1.2219871667230673,[909£¬640]:1.2219871667230673,[909£¬288]:1.1096804981418258,
[494£¬288]:2.2897392207369176,[494£¬405]:1.9809181835398624,[494£¬127]:1.703593305882245,[494£¬9]:1.6593902997424883,[494£¬258]:1.6332296143620801,[494£¬597]:1.33999715919718,[494£¬471]:1.3324801894955485,[494£¬117]:1.3193759714123316,[494£¬7]:1.2932152860319237,[494£¬293]:1.0453651246132345,
[565£¬275]:2.9588253537430336,[565£¬198]:2.5237968360539917,[565£¬14]:2.419814003381827,[565£¬582]:2.418106596816605,[565£¬70]:2.2115619620911056,[565£¬529]:2.188355144875141,[565£¬116]:2.129708317163993,[565£¬286]:1.9737882282942874,[565£¬463]:1.826903069596587,[565£¬45]:1.7968660048300067,
[121£¬288]:3.1570214521062887,[121£¬258]:2.4257161718754716,[121£¬293]:2.1321478317689357,[121£¬222]:2.1321478317689357,[121£¬245]:2.1306923277475365,[121£¬286]:2.1306923277475365,[121£¬1]:2.120937671645977,[121£¬15]:2.055544421046147,[121£¬597]:1.797292420504478,[121£¬284]:1.7802320488925605,
[257£¬9]:2.170687745061289,[257£¬268]:2.151337031314998,[257£¬515]:1.876792392764247,[257£¬283]:1.8715159426776977,[257£¬1]:1.843920086078977,[257£¬127]:1.6045117011610048,[257£¬322]:1.5828731448570699,[257£¬7]:1.540036561513487,[257£¬13]:1.5386076810833136,[257£¬117]:1.5374089260712105,
[212£¬216]:1.9837286508291485,[212£¬100]:1.952863017271599,[212£¬357]:1.952863017271599,[212£¬174]:1.8677130519193075,[212£¬300]:1.7131014885284164,[212£¬175]:1.710327392235266,[212£¬289]:1.7045334228251843,[212£¬514]:1.6610861597308864,[212£¬660]:1.652244606777818,[212£¬275]:1.6398813360137496,
[918£¬186]:3.6034576468389257,[918£¬210]:3.2649497536832444,[918£¬483]:3.2605938902889577,[918£¬496]:3.2605938902889577,[918£¬134]:3.2605938902889577,[918£¬732]:3.2569902132471342,[918£¬191]:3.2569902132471342,[918£¬209]:3.235243720034439,[918£¬173]:3.234570980070556,[918£¬97]:3.228164334318525,
[855£¬213]:2.781668917520472,[855£¬14]:2.4404305688444836,[855£¬116]:2.1986836796368694,[855£¬275]:2.1986836796368694,[855£¬582]:2.1883754995435902,[855£¬382]:2.16523621270302,[855£¬381]:2.111786235673524,[855£¬83]:1.9489708036357278,[855£¬52]:1.9489708036357278,[855£¬212]:1.943507477600981,
[854£¬182]:3.7714352666479276,[854£¬173]:3.3720208576524917,[854£¬195]:3.3699648834848817,[854£¬521]:3.366248487254586,[854£¬69]:3.3586527048817887,[854£¬181]:3.3361349171460413,[854£¬172]:3.334078942978431,[854£¬204]:2.9591672755990435,[854£¬70]:2.9565741610328806,[854£¬183]:2.947120617121094,
[243£¬100]:3.063591963085588,[243£¬174]:2.3986683841136616,[243£¬88]:2.1696256401945955,[243£¬213]:2.1696256401945955,[243£¬210]:2.1541540563950177,[243£¬181]:2.1300021218974443,[243£¬197]:2.121737021307692,[243£¬50]:2.11914783823396,[243£¬845]:2.116125080203167,[243£¬13]:2.111699329067179,
[449£¬275]:2.6345441598436112,[449£¬258]:2.050150866506061,[449£¬221]:1.9892915505875965,[449£¬50]:1.9796310507200918,[449£¬116]:1.8017312713404434,[449£¬313]:1.6953634289126114,[449£¬111]:1.681328391969041,[449£¬676]:1.4319588393445017,[449£¬283]:1.422853713572787,[449£¬289]:1.4198832516525386,
[884£¬170]:3.2172254264545477,[884£¬286]:2.764903130613461,[884£¬59]:2.03885566166991,[884£¬60]:2.03885566166991,[884£¬70]:2.0229779421426706,[884£¬171]:1.832188859195539,[884£¬512]:1.7507126695734891,[884£¬224]:1.7321485017256433,[884£¬45]:1.7305797160223007,[884£¬531]:1.7130615235766729,
[764£¬546]:4.212882331561767,[764£¬181]:3.8140123198451135,[764£¬172]:3.407676631755326,[764£¬25]:3.2274372708308006,[764£¬735]:3.0192538851503534,[764£¬288]:3.012825779882754,[764£¬133]:2.9868610433697103,[764£¬286]:2.9868610433697103,[764£¬318]:2.982398287523747,[764£¬423]:2.9754667114210043,
[481£¬174]:2.73281505940313,[481£¬97]:2.4702685929888597,[481£¬357]:2.4271002601840888,[481£¬186]:2.1785386099930704,[481£¬208]:2.1557831419722837,[481£¬496]:2.1318768033977706,[481£¬132]:2.1318768033977706,[481£¬172]:2.129022908666096,[481£¬183]:2.1195809129506658,[481£¬195]:2.1178919871745183,
[771£¬210]:3.187391022884422,[771£¬318]:2.8783922753324287,[771£¬181]:2.874937636530445,[771£¬195]:2.5715184137347724,[771£¬174]:2.5662710128368786,[771£¬204]:2.555836655653305,[771£¬258]:2.535353582479583,[771£¬7]:2.5244242672906285,[771£¬265]:2.2594341345365474,[771£¬100]:2.2582196448419585,
[122£¬526]:2.5754338331396145,[122£¬179]:2.5649096133665195,[122£¬97]:2.5621744555170265,[122£¬435]:2.284700935869937,[122£¬69]:2.038642839333473,[122£¬528]:2.037462243585852,[122£¬732]:2.018816155856749,[122£¬523]:2.018816155856749,[122£¬199]:2.0155514785964113,[122£¬213]:2.0022921009738233,
[829£¬127]:1.842126973601677,[829£¬1009]:1.5920621980178713,[829£¬100]:1.5695178889694583,[829£¬179]:1.5664765524745174,[829£¬510]:1.5582106523315447,[829£¬116]:1.555803086410944,[829£¬923]:1.5551693158366038,[829£¬165]:1.5527617499160031,[829£¬166]:1.5527617499160031,[829£¬19]:1.5499129656677533,
[794£¬137]:2.3095492524919754,[794£¬7]:2.2935503227827736,[794£¬124]:2.217582681552023,[794£¬222]:2.01034237353208,[794£¬9]:1.9438913916629779,[794£¬284]:1.9371562202916421,[794£¬117]:1.913334701381618,[794£¬15]:1.913334701381618,[794£¬293]:1.6448219169733216,[794£¬276]:1.640120990568291,
[844£¬79]:3.8618615052877647,[844£¬1]:3.4838970322785374,[844£¬183]:3.482051362906411,[844£¬96]:3.0867859549829393,[844£¬28]:3.0866671861171797,[844£¬173]:3.0747838904069105,[844£¬239]:2.7174864674385795,[844£¬265]:2.706465284351554,[844£¬56]:2.704082673894171,[844£¬230]:2.7011960050161634,
[55£¬222]:2.717363975888776,[55£¬127]:2.6938227026567843,[55£¬24]:1.9671335921299895,[55£¬685]:1.9253312557544824,[55£¬323]:1.8888864191822525,[55£¬546]:1.5526532595045177,[55£¬300]:1.5253286413647873,[55£¬250]:1.4819707210589068,[55£¬298]:1.476200013836875,[55£¬252]:1.4668270822530658,
[563£¬121]:1.8523520271653724,[563£¬127]:1.3349672593265345,[563£¬125]:1.3269156248299152,[563£¬1]:1.3135964113890122,[563£¬323]:1.078502995856408,[563£¬117]:1.077320845538133,[563£¬405]:1.0376440473466846,[563£¬300]:1.0270462834389527,[563£¬15]:1.0164838703057293,[563£¬275]:1.0164838703057293,
[939£¬181]:2.584889736456927,[939£¬815]:2.5725725184918584,[939£¬125]:2.570810357377126,[939£¬742]:2.4969600265163834,[939£¬286]:2.2148355646230597,[939£¬300]:2.1988870962402824,[939£¬1]:2.1661380332400766,[939£¬148]:2.1553962400555045,[939£¬282]:2.1452637609332146,[939£¬111]:2.108607950480413,
[674£¬237]:3.0396178895332504,[674£¬276]:2.582013574210821,[674£¬289]:2.465338422041328,[674£¬258]:2.328979713942398,[674£¬100]:2.2939732170911307,[674£¬1047]:2.094834087031334,[674£¬924]:1.9105244157910746,[674£¬3]:1.8615333196364734,[674£¬471]:1.8455246877602556,[674£¬1014]:1.8433730227851113,
[637£¬222]:3.527627186276805,[637£¬25]:3.5272915838627994,[637£¬100]:3.505480834184961,[637£¬288]:3.0668912995306044,[637£¬258]:2.6750413112590787,[637£¬281]:2.6525004226713715,[637£¬1047]:2.630213646719814,[637£¬248]:2.629925562068749,[637£¬823]:2.6281966608194947,[637£¬926]:2.625075783535222,
